a: ə; e
abalone: ,æbə'loni
spatial: 'speɪʃ(ə)l
spatter: 'spætɚ
spawn: spɔn
speak: spik
speaker: 'spikɚ
spear: spɪr
spearhead: 'spɪr'hɛd
special: ˈspeʃ(ə)l
specialise: 'speʃəlaɪz
specialist: 'speʃəlɪst
speciality: ,speʃɪ'ælɪtɪ
specialization: ,spɛʃəlɪ'zeʃən
specialize: 'speʃəlaiz
specially: 'spɛʃəli
specialty: 'speʃəltɪ
species: 'spiːʃiːz; -ʃɪz; 'spiːs-
specific: spə'sɪfɪk
specifically: spə'sɪfɪkli
specification: ,spesɪfɪ'keɪʃ(ə)n
specify: 'spesɪfaɪ
specimen: 'spesɪmɪn
specious: 'spiʃəs
speck: spɛk
speckle: 'spɛkl
spectacle: 'spektək(ə)l
spectacular: spek'tækjʊlə
spectacularly: spɛkˈtækjəlɚli
spectator: spek'teɪtə
spectroscope: 'spɛktrəskop
spectrum: 'spektrəm
speculate: 'spekjʊleɪt
speculation: ˌspekjʊ'leɪʃn
speculative: 'spɛkjələtɪv
speculator: 'spɛkjuletɚ
speech: spiːtʃ
speechwriter: spˈitʃrˌaɪtɚ
speed: spiːd
speedy: 'spidi
spell: spel
spellbind: 'spɛl,baɪnd
spelling: 'spɛlɪŋ
spend: spɛnd
spew: spju
sphere: sfɪə
spherical: 'sfɪrɪkəl
spheroid: 'sfɪrɔɪd
spheroidal: sfɪə'rɒɪdəl
spice: spaɪs
spicy: 'spaɪsi
spider: 'spaɪdɚ
spidery: 'spaɪdəri
spike: spaɪk
spiky: 'spaɪki
spill: spɪl
spillage: 'spɪlɪdʒ
spin: spɪn
spinal: 'spaɪnl
spindle: 'spɪndl
spine: spaɪn
spineless: 'spaɪnləs
spinet: ˈspɪnɪt
spinning: 'spɪnɪŋ
spinous: 'spainəs
spiny: 'spaɪni
spiral: 'spaɪr(ə)l
spirit: ˈspɪrɪt
spiritual: 'spɪrɪtʃʊəl; -tjʊəl
spit: spɪt
spite: spaɪt
splash: splæʃ
splendid: ˈsplendɪd
splint: splɪnt
splinter: 'splɪntɚ
split: splɪt
spoil: spɒɪl
spoilage: 'spɔɪlɪdʒ
spoken: 'spokən
spokesman: 'spəʊksmən
sponge: spʌn(d)ʒ
sponsor: 'spɒnsə
spontaneity: ,spɑntə'neəti
spontaneous: spɒn'teɪnɪəs
spontaneously: spɔn'teniəsli
spoon: spuːn
spoonful: 'spʊn'fʊl
sporadic: spə'rædɪk
sporadically: spə'rædɪkli
spore: spɔr
sport: spɔːt
sportsman: 'spɔrtsmən
spot: spɔt
spotlight: 'spɒtlaɪt
spouse: spaʊz; -s
spout: spaʊt
sprain: spren
sprawl: sprɔːl
spray: spreɪ
spread: sprɛd
sprightly: 'spraɪtli
spring: sprɪŋ
springboard: 'sprɪŋbɔrd
springtime: 'sprɪŋ'taɪm
sprinkle: 'sprɪŋkl
sprint: sprɪnt
sprout: spraʊt
spruce: sprʊs
spun: spʌn
spur: spɜː
spurge: spə:dʒ
spurious: 'spjʊrɪəs
spurn: spə:n
spy: spaɪ
squabble: 'skwɑbl
squad: skwɑd
squalid: 'skɔlɪd
squalor: 'skwɔlɚ
squander: 'skwɑndɚ
square: skweə(r)
squarely: 'skwɛrli
squash: skwɒʃ
squat: skwɑt
squeak: skwik
squeeze: skwiːz
squelch: skwɛltʃ
squid: skwɪd
squirrel: ˈskwɜ:rəl; skwɝ​əl
squirt: skwɝt
stab: stæb
stabilise: 'steɪbəlaɪz
stability: stə'bɪləti
stabilization: ,stebɪlɪ'zeʃən
stabilize: 'steɪbəlaɪz
stabilizer: 'stebə'laɪzɚ
stable: 'steɪbl
stack: stæk
stadium: 'steɪdɪəm
staff: stɑːf
stag: stæɡ
stage: steɪdʒ
stagecoach: 'stedʒkotʃ
stagecraft: 'stedʒkræft
stagger: 'stægə
staggered: 'stæɡɚd
staggering: 'stæɡərɪŋ
stagnant: 'stægnənt
stagnate: stæg'neɪt
stagy: 'steidʒi
staid: sted
stain: steɪn
stainless: 'steɪnlis
stair: stɛr
staircase: 'steəkeɪs
stairs: stɛrz
stairway: 'stɛr'we
stake: steɪk
stale: steɪl
stalk: stɔk
stall: stɔːl
stamford: 'stæmfəd
stammer: 'stæmə(r)
stamp: stæmp
stampede: stæm'pid
stance: stæns
stanch: stɔntʃ
stand: stænd
standard: 'stændəd
standardize: 'stændɚdaɪz
standing: 'stændɪŋ
standpoint: 'stændpɔɪnt
stanza: 'stænzə
staple: 'steɪp(ə)l
star: stɑː(r)
starch: stɑːtʃ
starchy: 'stɑːtʃi
stardom: 'stɑrdəm
stare: steə(r)
starfish: 'stɑr'fɪʃ
stark: stɑːk
starlike: 'stɑr,laɪk
starling: 'stɑrlɪŋ
start: stɑːt
startle: 'stɑːt(ə)l
startling: 'stɑrtlɪŋ
startup: 'stɑrt'ʌp
starvation: stɑr'veʃən
starve: stɑːv
stash: stæʃ
state: steɪt
stately: 'stetli
statement: 'steɪtmənt
statesman: 'steɪtsmən
static: 'stætɪk
statical: 'stætɪk(l)
station: ˈsteɪʃ(ə)n
stationary: 'steɪʃ(ə)n(ə)rɪ
stationery: 'steɪʃ(ə)n(ə)rɪ
statistic: stə'tɪstɪk
statistical: stə'tɪstɪkl
statistically: stə'tɪstɪkli
statistics: stə'tɪstɪks
statuary: 'stætʃuɛri
statue: 'stætjuː; -tʃuː
statuesque: ,stʃʊjʊ'ɛsk
statuette: ,stʃʊjʊ'ɛt
stature: 'stætʃɚ
status: 'steɪtəs
statute: 'stætjuːt; -tʃuːt
staunch: stɔntʃ
stave: stev
stay: steɪ
steadfast: 'stedfɑːst; -fəst
steadfastly: 'stɛd,fæstli
steadily: 'stɛdəli
steady: 'stedɪ
steak: steɪk
steal: stil
stealth: stɛlθ
stealthy: 'stɛlθi
steam: stiːm
steamboat: 'stimbot
steamer: 'stiːmə
steamship: 'stim'ʃɪp
steel: stil
steep: stiːp
steer: stɪə
stele: stil
stellar: ˈstelər
stem: stem
stench: stɛntʃ
stencil: 'stɛnsl
step: step
steppe: stɛp
stepper: 'stɛpɚ
stereo: 'sterɪəʊ; 'stɪərɪəʊ
stereoscopic: ,sterɪəʊ'skɒpɪk
stereotype: 'sterɪə(ʊ)taɪp; 'stɪərɪə(ʊ)-
stereotypical: ,steriə'tipikl
sterile: 'stɛrəl
sterilize: 'sterəlaiz
sterling: 'stɜːlɪŋ
stern: stɜːn
stew: stu, stju
steward: 'stjuːəd
stewardess: ˈstuərdəs
stewpot: 'stjʊ,pɑt
stick: stɪk
stickpin: 'stikpin
sticky: 'stɪki
stiff: stɪf
stiffen: 'stɪfn
stiffness: 'stɪfnɪs
stifle: 'staɪfl
stigma: 'stɪɡmə
still: stɪl
stillness: 'stɪlnəs
stilt: stɪlt
stimulant: 'stɪmjələnt
stimulate: 'stɪmjʊleɪt
stimulation: ˌstɪmjʊ'leʃn
stimulus: 'stɪmjʊləs
sting: stɪŋ
stinger: 'stɪŋɚ
stingy: 'stɪndʒi
stint: stɪnt
stipend: 'staɪpɛnd
stipulate: 'stɪpjʊleɪt
stir: stɜː(r)
stitch: stɪtʃ
stock: stɒk
stockbroker: 'stɑkbrokɚ
stocking: ˈstɔkɪŋ
stockpile: 'stɒkpaɪl
stocky: 'stɑki
stoic: 'stouɪk
stolid: 'stɑlɪd
stomach: ˈstʌmək
stomachache: ˈstʌməkeɪk
stone: stəʊn
stonemason: 'stonmesn
stoneware: 'ston'wɛr
stonework: 'ston'wɝk
stony: 'stoni
stool: stʊl
stoop: stuːp
stop: stɔp
stopwatch: 'stɑpwɑtʃ
storage: 'stɔːrɪdʒ
store: stɔː(r)
storefront: 'stɔr'frʌnt
storehouses: 'stɔrhaʊs
storeroom: 'stɔrum
storey: 'stɔːrɪ
storm: stɔːm
stormy: 'stɔrmi
story: ˈstɔːrɪ
storyline: 'stɔːrilaɪn
storyteller: 'stɔrɪtɛlɚ
storytelling: 'storɪ,tɛlɪŋ
stout: staut
stove: stəuv
straight: streɪt
straighten: 'stretn
straightforward: streɪt'fɔːwəd
strain: streɪn
strait: streɪt
strand: strænd
strange: streɪndʒ
stranger: 'strendʒɚ
strap: stræp
stratagem: 'strætədʒəm
strategic: strə'tiːdʒɪk
strategist: 'strætədʒɪst
strategy: 'strætədʒi
stratification: ,strætɪfɪ'keʃən
stratify: 'strætɪfaɪ
stratigraphy: strə'tɪgrəfi
stratosphere: 'strætəsfɪr
stratum: 'stretəm
straw: strɔː
strawberry: 'strɔbɛri
stray: stre
streak: strik
stream: striːm
streambed: 'stri:mbed
streamline: 'strimlaɪn
street: striːt
streetcar: 'stritkɑr
strength: strɛŋθ
strengthen: 'streŋθ(ə)n; -ŋkθ(ə)n
strenuous: 'strenjʊəs
streptomycin: ,strɛptə'maɪsɪn
stress: stres
stressful: 'strɛsfl
stretch: stretʃ
stretcher: 'strɛtʃɚ
strict: strɪkt
strictly: 'strɪktli
stride: straɪd
strife: straɪf
strike: straɪk
striking: 'straɪkɪŋ
strikingly: 'straɪkɪŋli
string: strɪŋ
stringent: 'strɪndʒənt
strip: strɪp
stripe: straɪp
stripling: 'stripliŋ
strive: straɪv
stroke: strəʊk
stroll: strol
strong: strɔŋ
stronghold: 'strɔŋhold
strongly: 'strɔŋli
structural: 'strʌktʃ(ə)r(ə)l
structurally: strˈʌktʃɚəli
structure: 'strʌktʃə(r)
struggle: 'strʌɡl
struggler: 'strʌglə
strut: strʌt
stubble: 'stʌbl
stubborn: 'stʌbən
stubbornness: 'stʌbɚnnɪs
stud: stʌd
student: ˈstjuːdənt
studio: 'stjuːdɪəʊ
studious: 'stjuːdiəs
study: ˈstʌdɪ
stuff: stʌf
stuffing: 'stʌfɪŋ
stuffy: 'stʌfi
stultify: 'stʌltɪfaɪ
stumble: 'stʌmb(ə)l
stump: stʌmp
stun: stʌn
stunt: stʌnt
stupendous: stu'pɛndəs
stupid: ˈstjuːpɪd
stupor: 'stupɚ
sturdiness: stˈɝdinəs
sturdy: 'stɜːdɪ
sty: staɪ
style: staɪl
stylish: 'staɪlɪʃ
stylistic: staɪ'lɪstɪk
stylize: 'staɪ,laɪz
stylized: 'stailaizd
stymie: 'staimi
suasion: 'sweiʒən
suave: swɑv
subclass: 'sʌbklæs
subconscious: ,sʌb'kɑnʃəs
subculture: 'sʌbkʌltʃɚ
subdivide: 'sʌbdɪvaɪd
subdivision: ,sʌbdɪ'vɪʒn
subduction: səb'dʌkʃən
subdue: səb'djuː
subfreezing: ,sʌb'fri:ziŋ
subglacial: sʌb'gleɪʃəl
subjacent: sʌb'dʒesnt
subject: ˈsʌbdʒɪkt
subjection: səb'dʒekʃən
subjective: səb'dʒektɪv
subjugate: 'sʌbdʒuɡet
subjugation: ,sʌbdʒə'ɡeʃən
subliminal: ˌsʌb'lɪmɪnl
submarine: 'sʌbməriːn; sʌbmə'riːn
submerge: səb'mɜːdʒ
submersion: səb'məːʃən
submission: səb'mɪʃən
submit: səb'mɪt
subordinate: sə'bɔːdɪnət
suborn: sə'bɔrn
subscribe: səb'skraɪb
subscript: 'sʌbskrɪpt
subscription: səb'skrɪpʃn
subsequent: 'sʌbsɪkw(ə)nt
subsequently: 'sʌbsɪkwəntli
subside: səb'saɪd
subsidiary: səb'sɪdɪərɪ
subsidise: 'sʌbsɪdaɪz
subsidize: 'sʌbsə'daɪz
subsidy: 'sʌbsɪdɪ
subsist: səb'sɪst
subsistence: səb'sɪstəns
subsoil: 'sʌbsɔɪl
subspecies: sʌb'spiʃiz
substance: 'sʌbstəns
substantial: səb'stænʃ(ə)l
substantially: səb'stænʃəli
substantiate: səb'stænʃɪeɪt
substantiated: səbstˈænʃiˌeɪtɪd
substantive: səb'stæntɪv
substitute: 'sʌbstɪtjuːt
substitution: ˌsʌbstɪ'tjuːʃn
substrate: 'sʌbstret
subsurface: sʌb'sɝfɪs
subterfuge: 'sʌbtɚfjudʒ
subterranean: ,sʌbtə'renɪən
subtitle: 'sʌbtaɪt(ə)l
subtle: 'sʌt(ə)l
subtlety: 'sʌtlti
subtract: səb'trækt
subtraction: səb'trækʃən
subtractive: səb'træktɪv
subtropic: ˌsʌbˈtrɑːpɪk
subtropical: ˌsʌb'trɒpɪkl
suburb: 'sʌbɜːb
suburban: sə'bɝbən
suburbanization: səbˌɝbənɪzˈeɪʃən
subversive: sʌb'vɝsɪv
subvert: sʌb'vɝt
subway: 'sʌbwe
succeed: səkˈsiːd
succeeding: sək'siːdɪŋ
success: səkˈses
successful: səkˈsesfʊl
succession: sək'seʃ(ə)n
successional: sək'seʃənl
successive: sək'sesɪv
successively: sək'sɛsɪvli
successor: sək'sɛsɚ
succinct: sək'sɪŋ(k)t
succinctly: sək'siŋktli
succor: 'sʌkɚ
succulent: 'sʌkjələnt
succumb: sə'kʌm
such: sʌtʃ
suck: sʌk
sucker: 'sʌkə(r)
suction: 'sʌkʃən
sudden: ˈsʌd(ə)n
suddenly: 'sʌdənli
sue: s(j)uː
suffer: 'sʌfə(r)
suffering: 'sʌfərɪŋ
suffice: sə'faɪs
sufficiency: sə'fɪʃnsi
sufficient: sə'fɪʃ(ə)nt
suffrage: 'sʌfrɪdʒ
suffragist: 'sʌfrədʒɪst
suffuse: sə'fjuz
sugar: ˈʃʊɡə(r)
sugarcane: 'ʃugərˌken
sugarlike: ˈʃʊɡərˌlaɪk
suggest: səˈdʒest; (US) sə ˈdʒest
suggestion: səˈdʒestʃ(ə)n
suggestive: sə'dʒɛstɪv
suicidal: sʊːɪ'saɪdl
suicide: 's(j)uːɪsaɪd
suit: suːt, sjuːt
suitable: 'suːtəbl
suitably: 'sutəbli
suitcase: 'suːtkeɪs
suite: swiːt
sulfate: 'sʌl,fet
sulfide: 'sʌl,faɪd
sulfur: 'sʌlfɚ
sulfur dioxide: ˌsʌlfər daɪˈɑːksaɪd
sulfuric: sʌl'fjʊrɪk
sullen: 'sʌlən
sully: 'sʌli
sulphur: 'sʌlfə
sum: sʌm
sumerian: suːˈmɪriən
summarise: 'sʌməraɪz
summarization: ,sʌmərai'zeiʃən, -ri'z-
summarize: 'sʌməraɪz
summary: 'sʌm(ə)rɪ
summer: ˈsʌmə(r)
summertime: 'sʌmɚtaɪm
summit: 'sʌmɪt
summon: 'sʌmən
sumptuous: 'sʌmptʃuəs
sun: sʌn
sunbaked: 'sʌnbeikt
sunburnt: 'sʌn,bɝnt
sunburst: 'sʌnbɝst
sunday: ˈsʌndeɪ
sundial: 'sʌndaɪəl
sunflower: 'sʌnflaʊɚ
sunglasses: ˈsʌnɡlɑːsɪs
sunlight: ˈsʌnlaɪt
sunlit: 'sʌnlɪt
sunny: ˈsʌnɪ
sunrise: ˈsʌnraɪs
sunset: ˈsʌnset
sunshine: ˈsʌnʃaɪn
super: ˈsuːpə(r), ˈsjuːpə(r)
superb: suː'pɜːb; sjuː-
superbly: sʊ'pɝbli
supercilious: ,supɚ'sɪlɪəs
supercontinent: 'supɚkɑntɪnənt
superficial: ,suːpə'fɪʃ(ə)l; ,sjuː-
superfluous: suː'pɜːflʊəs; sjuː-
superimpose: ,supərɪm'poz
superintend: suːp(ə)rɪn'tend; sjuː-
superintendent: ,supərɪn'tɛndənt
superior: suːˈpɪərɪə
superiority: su,pɪrɪ'ɔrəti
superlative: suːˈpəːlətɪv
superman: 'supɚmæn
supermarket: ˈsuːpəmɑːkɪt
supermodel: 'supɚmɑdl
supernatural: ,supɚ'nætʃrəl
superorganism: ,sju:pə'rɔ:ɡənizəm
superorganisms: ,sju:pə'rɔ:ɡənizəm
supersede: ,suːpə'siːd; ,sjuː-
supersonic: suːpə'sɒnɪk; sjuː-
superstition: ,suːpə'stɪʃ(ə)n; ,sjuː-
superstitious: ˌsuːpə'stɪʃəs
superstructure: 'suːpəstrʌktʃə; 'sjuː-
supervise: 'suːpəvaɪz; 'sjuː-
supervision: ˌsʊːpə'vɪʒn
supervisor: 'suːpəvaɪzə(r)
supervisory: 'sju:pə,vaizəri
supine: 'supaɪn
supper: ˈsʌpə(r)
supplant: sə'plænt
supple: 'sʌpl
supplement: 'sʌplɪment
supplementary: ,sʌplɪ'ment(ə)rɪ
supplementation: ,sʌpləmən'teʃən
supplicant: 'sʌplɪkənt
supplicate: 'sʌplikeit
supplier: sə'plaɪɚ
supply: səˈplaɪ
support: sə'pɔrt
supporter: sə'pɔrtɚ
supportive: sə'pɔːtɪv
suppose: səˈpəʊz
supposedly: sə'pəʊzɪdlɪ
supposition: ,sʌpə'zɪʃ(ə)n
suppress: sə'pres
suppression: sə'preʃn
supremacy: su'prɛməsi
supreme: suː'priːm
supremely: su'primli
surcharge: 'sɜːtʃɑːdʒ
sure: ʃʊə(r), ʃɔː(r)
surety: 'ʃʊrəti
surf: ˈsɜːf
surface: 'sɜːfɪs
surfeit: 'sɝfɪt
surge: sɜːdʒ
surgeon: 'sɜːdʒ(ə)n
surgery: 'sɜːdʒ(ə)rɪ
surgical: 'sɝdʒɪkl
surmise: sɝ'maɪz
surmount: sə'maʊnt
surpass: sə'pɑːs
surplus: 'sɜːpləs
surprise: səˈpraɪz
surrender: sə'rendə
surreptitious: ,sɝrəp'tɪʃəs
surrogate: ˈsərəgɪt; ˈsərəˌget; (for v.,) ˈsərəˌget
surround: sə'raund
surrounding: sə'raʊndɪŋ
surroundings: sə'raundɪŋz
surveillance: sɜː'veɪləns
survey: ˈsəːveɪ; (for v.) səˈveɪ
surveyor: sɚ'veɚ
survivability: sɚvˌaɪvəbˈɪlɪti
survival: sə'vaɪv(ə)l
survive: sə'vaɪv
survivor: sɚ'vaɪvɚ
susceptible: sə'septɪb(ə)l
suspect: ˈsʌspekt; (for v.) səˈspekt
suspend: sə'spend
suspender: sə'spɛndɚ
suspense: sə'spens
suspension: sə'spenʃ(ə)n
suspicion: sə'spɪʃən
suspicious: sə'spɪʃəs
sustain: sə'steɪn
sustainable: sə'steɪnəbl
sustenance: 'sʌst(ə)nəns; -tɪn-
swallow: 'swɒləʊ
swamp: swɒmp
swampy: 'swɔmpi
swan: swɑn
swap: swɒp
swarm: swɔːm
sway: sweɪ
swear: sweə
sweat: swɛt
sweater: ˈswetə(r)
sweatshop: 'swɛtʃɑp
sweaty: 'swɛti
sweden: 'swidən
sweep: swiːp
sweeping: 'swipɪŋ
sweet: swiːt
sweeten: 'switn
sweetness: 'switnəs
swell: swel
swerve: swɜːv
swift: swɪft
swiftly: 'swɪftli
swiftness: 'swiftnis
swim: swɪm
swimmer: 'swɪmɚ
swimming: ˈswɪmɪŋ
swindle: swɪndl
swing: swɪŋ
swirl: swɜːl
swiss: swɪs
switch: swɪtʃ
switzerland: 'swɪtsələnd
swivel: 'swɪvl
swoon: swuːn
swoop: swup
sword: sɔrd
swordfish: 'sɔrdfɪʃ
sycophant: 'sɪkəfænt
syllable: 'sɪləbl
syllabus: 'sɪləbəs
symbiosis: ,sɪmbaɪ'osɪs
symbiotic: sɪmbaɪ'ɑtɪk
symbol: 'sɪmbl
symbolic: sɪm'bɑlɪk
symbolically: sim'bɔlikəli
symbolism: 'sɪmbəlɪzəm
symbolize: 'simbəlaiz
symmetrical: sɪ'mɛtrɪkl
symmetry: 'sɪmɪtrɪ
sympathetic: sɪmpə'θetɪk
sympathise: 'sɪmpəθaɪz
sympathize: 'sɪmpə'θaɪz
sympathy: 'sɪmpəθi
symphonic: sɪm'fɑnɪk
symphonious: sim'fəuniəs
symphony: 'sɪmf(ə)nɪ
symposium: sɪm'pəʊzɪəm
symptom: 'sɪm(p)təm
symptomatic: 'sɪmptə'mætɪk
synapsis: si'næpsis
synchronise: 'sɪŋkrənaɪz
synchronization: ,sɪnkrənaɪ'zeʃən
synchronize: 'siŋkrənaiz
synchronizer: 'sɪŋkrənaɪzər
synchronous: 'sɪŋkrənəs
synchrotron: 'siŋkrəutrɔn, 'sin-
syndrome: 'sɪndrəm
synonym: 'sɪnənɪm
synonymous: sɪ'nɑnɪməs
synopsis: sɪ'nɑpsɪs
syntactic: sɪn'tæktɪk
syntax: 'sɪntæks
synthesis: 'sɪnθɪsɪs
synthesize: 'sɪnθəsaɪz
synthesizer: 'sɪnθəsaɪzɚ
synthetic: sɪn'θetɪk
syrup: 'sɪrəp
system: 'sɪstəm
systematic: sɪstə'mætɪk
systematical: ˌsɪstə'mætɪk(l)
systematically: ,sɪstə'mætɪkl
systematize: 'sɪstəmətaɪz
tab: tæb
table: ˈteɪb(ə)l
tableland: 'tebllænd
tablet: 'tæblɪt
taboo: tə'buː
tabulate: 'tæbjulet
tacit: 'tæsɪt
taciturn: 'tæsɪtɝn
tack: tæk
tackle: 'tæk(ə)l
tact: tækt
tactic: 'tæktɪk
tactician: tæk'tɪʃən
tactics: 'tæktɪks
tactile: 'tæktl
tadpole: 'tæd'pol
tag: tæg
tail: teɪl
tailor: ˈteɪlə(r)
taint: tent
take: teɪk
takeoff: 'tekɔf
talbot: tˈælbət
tale: teɪl
talent: 'tælənt
talented: 'tæləntɪd
talk: tɔːk
tall: tɔːl
tally: 'tæli
tambourine: ,tæmbə'rin
tame: teɪm
tamper: 'tæmpə
tan: tæn
tang: tæŋ
tangent: 'tændʒənt
tangential: tæn'dʒɛnʃl
tangible: 'tæn(d)ʒɪb(ə)l
tangibly: 'tændʒəbli
tangle: 'tæŋg(ə)l
tangled: 'tæŋgld
tank: tæŋk
tanker: 'tæŋkə(r)
tannin: 'tænɪn
tantalize: 'tæntəlaɪz
tantalizing: 'tæntəlaɪzɪŋ
tantamount: 'tæntə'maʊnt
tantrum: 'tæntrəm
tap: tæp
tape: teɪp
taper: 'tepɚ
tapestry: 'tæpəstri
tapeworm: 'tepwɝm
tapir: 'teɪpə; -ɪə
taproot: 'tæpruːt
tar: tɑː
tardiness: 'tɑrdɪnɪs
target: 'tɑːgɪt
tariff: 'tærɪf
tarnish: 'tɑːnɪʃ
taro: 'tærəʊ
task: tɑːsk; (US) tæsk
tasmania: tæz'meiniə; -njə
taste: teɪst
tasteless: 'testləs
tasty: 'testi
taunt: tɔːnt
taut: tɔt
tavern: 'tævɚn
tavernkeeper: ˈtævərnˌkiːpər
tawdry: 'tɔdri
tax: tæks
taxation: tæk'seɪʃ(ə)n
taxes: tæksi:z
taxi: ˈtæksɪ
taxonomy: tæk'sɑnəmi
taxpayer: 'tæks,peiə
tea: tiː
teach: titʃ
teacher: ˈtiːtʃə(r)
teacup: ˈtiˌkʌp
team: tiːm
teamwork: ˈtiːmwəːk
teapot: ˈtiːpɔt
tear: teə(r)
tease: tiːz
technical: 'teknɪkl
technician: tek'nɪʃ(ə)n
technique: tek'niːk
technological: tɛknə'lɑdʒɪkl
technologically: tˌɛknəlˈɑdʒɪkəli
technology: tekˈnɔlədʒɪ
tectonic: tɛk'tɑnɪk
tectonics: tɛk'tɑnɪks
ted: tɛd
tedious: 'tiːdɪəs
tedium: 'tidɪəm
teem: tiːm
teen: tin
teenager: ˈtiːneɪdʒə(r)
tele: 'tɛli
telecommunication: ,telɪkəmjuːnɪ'keɪʃ(ə)n
telecommunications: 'tɛləkə'mjʊnə'keʃənz
telecommuter: tˈɛləkəmjˌutɚ
telecommuting: 'tɛlɪkə,mjʊtɪŋ
telegram: ˈtelɪɡræm
telegraph: ˈtelɪɡrɑːf; (US) -ɡræf
telepathy: tə'lɛpəθi
telephone: ˈtelɪfəun
telescope: 'telɪskəup
telescopic: telɪ'skɒpɪk
televise: 'tɛlɪvaɪz
television: ˈtelɪviʒən
televisual: ,tɛlɪ'vɪʒʊəl
telex: 'teleks
tell: tel
teller: 'tɛlɚ
telling: 'telɪŋ
telltale: 'tɛltel
tellurium: te'ljʊərɪəm
temerity: tə'mɛrəti
temper: 'tempə
tempera: 'temp(ə)rə
temperament: 'temp(ə)rəm(ə)nt
temperance: 'tɛmpərəns
temperate: 'temp(ə)rət
temperate forest: tˈɛmprət fˈɔrəst
temperate grassland: tˈɛmprət ɡrˈæslˌænd
temperature: ˈtemprɪtʃə(r)
tempestuous: tɛm'pɛstʃuəs
template: 'tɛmplet
temple: 'tɛmpl
tempo: 'tempəʊ
temporal: 'tɛmpərəl
temporarily: ˈtɛmpəˌrɛrili
temporary: 'temp(ə)rərɪ
tempt: tempt
temptation: tem(p)'teɪʃ(ə)n
tempting: 'tɛmptɪŋ
ten: ten
tenable: 'tenəb(ə)l
tenacious: tɪ'neɪʃəs
tenacity: tə'næsɪti
tenancy: 'tenənsɪ
tenant: 'tenənt
tend: tend
tendency: 'tend(ə)nsɪ
tender: 'tendə
tendon: 'tɛndən
tenement: 'tɛnəmənt
tenet: 'tɛnɪt
tenfold: 'tenfəʊld
tennessee: ˌtɛnɪˈsiː
tennis: ˈtɛnɪs
tenon: 'tenən
tense: tens
tensile: 'tensaɪl
tension: 'tenʃ(ə)n
tent: tent
tentacle: 'tentək(ə)l
tentative: 'tentətɪv
tentatively: 'tɛntətɪvli
tenth: tɛnθ
tenuous: 'tɛnjuəs
tenure: 'tɛnjɚ
tepee: 'tipi
tepid: 'tɛpɪd
term: tɜːm
terminal: 'tɜːmɪn(ə)l
terminate: 'tɜːmɪneɪt
termination: 'tɝmə'neʃən
terminology: ˌtɜːmɪ'nɒlədʒi
terminus: 'tɝmɪnəs
termite: 'tɝmaɪt
tern: tɝn
terrace: 'terəs
terrain: təˈreɪn
terrestrial: tə'restrɪəl
terrible: ˈterɪb(ə)l
terribly: 'tɛrəbli
terrific: tə'rɪfɪk
terrify: ˈterɪfaɪ
terrifyingly: 'terifaiiŋli
territorial: ,terɪ'tɔːrɪəl
territory: 'terɪt(ə)rɪ
terror: 'terə
terrorism: 'tɛrərɪzəm
terrorist: 'tɛrərɪst
terse: tɜːs
tertiary: 'tɝʃɪ'ɛri
terylene: 'terəli:n, -ri-
tessellation: ,tesi'leiʃən
test: test
test tube: tˈɛst tˈub
testament: 'tɛstəmənt
testify: 'tɛstɪfaɪ
testimonial: ,tɛstɪ'monɪəl
testimony: 'testɪmənɪ
tether: ˈteðər
tethys: 'ti:θis
texas: 'teksəs
text: tekst
textbook: ˈtekstbʊk
textile: 'tekstaɪl
textural: 'tekstʃərəl
texture: 'tekstʃə
thai: taɪ
thailand: 'taɪlænd; -lənd
thames: temz
than: ðen, ðæn
thank: θæŋk
thankful: ˈθæŋkfʊl
thanksgiving: ˌθæŋks'gɪvɪŋ
that: ðæt
thaw: θɔː
the: ðə, ðɪ, ðiː
theater: 'θiətɚ
theatre: ˈθiətər
theatrical: θɪ'ætrɪkl
theatrically: θiˈætrɪkəlˌi
theft: θeft
their: ðeə(r)
theirs: ðeəz
them: ð(ə)m, ðem
theme: θiːm
themselves: ðəmˈselvz
then: ðen
theological: ,θiə'lɑdʒɪkl
theorem: 'θiərəm
theoretical: ˌθɪə'retɪkl
theorist: 'θiərɪst
theorize: 'θiəraɪz
theory: 'θɪəri
therapeutic: ,θɛrə'pjutɪk
therapist: 'θɛrəpɪst
therapy: 'θerəpɪ
there: ðeə(r)
thereafter: ,ðɛr'æftɚ
thereby: ðeə'baɪ
therefore: 'ðeəfɔː(r)
therein: ,ðɛr'ɪn
thereof: ,ðɛr'ʌv
thermal: 'θɜːm(ə)l
thermodynamic: ,θɝmodaɪ'næmɪks
thermometer: θə'mɒmɪtə
thermos: 'θɝməs
thermostat: 'θɜːməstæt
theropod: 'θɪərə(ʊ)pɒd
thesaurus: θɪ'sɔːrəs
these: ðiːz
thesis: 'θiːsɪs
they: ðeɪ
thick: θɪk
thicken: 'θɪkən
thickness: ˈθɪknɪs
thief: θiːf
thigh: θaɪ
thimble: 'θɪmbl
thin: θɪn
thing: θɪŋ
think: θɪŋk
thinker: θˈɪŋkɚ
thinking: 'θɪŋkɪŋ
thinly: θˈɪnli
third: θəːd
thirst: θəːst
thirsty: ˈθəːstɪ
thirteen: θəːtiːn
thirteenth: 'θɝtinθ
